"","year","trait","GEN","value"
"12117",18,"SKt","L1219",3.44813381
"12118",18,"SKt","L0945",1.10914809
"12119",18,"SKt","L0061",3.23492337
"12120",18,"SKt","L0676",1.40450292
"12121",18,"SKt","L0357",1.14822726
"12122",18,"SKt","L1308",2.69087582
"12123",18,"SKt","L0450",2.55312432
"12124",18,"SKt","L0375",2.94007079
"12125",18,"SKt","L1189",1.31182861
"12126",18,"SKt","L0437",0.50359197
"12127",18,"SKt","L1122",2.39849835
"12128",18,"SKt","L0633",2.64819567
"12129",18,"SKt","L0024",3.47284094
"12130",18,"SKt","L0936",3.19924044
"12131",18,"SKt","L0261",3.49198617
"12132",18,"SKt","L0235",3.2340306
"12133",18,"SKt","L0582",1.17874339
"12134",18,"SKt","L0078",1.43463689
"12135",18,"SKt","L0322",0.31135916
"12136",18,"SKt","L0424",0.38860801
"12137",18,"SKt","L1202",2.01071686
"12138",18,"SKt","L1125",3.02268653
"12139",18,"SKt","L0682",3.86665928
"12140",18,"SKt","L1310",2.21625122
"12141",18,"SKt","L1152",4.2202532
"12142",18,"SKt","L0724",0.32780128
"12143",18,"SKt","L0838",3.17342582
"12144",18,"SKt","L0756",4.05429335
"12145",18,"SKt","L0620",0.86253616
"12146",18,"SKt","L0391",0.00154553999999996
"12147",18,"SKt","L0779",3.32739327
"12148",18,"SKt","L0870",1.77260696
"12149",18,"SKt","L0634",1.70824137
"12150",18,"SKt","L0426",0.27902807
"12151",18,"SKt","L0259",1.28632169
"12152",18,"SKt","L0850",0.99272296
"12153",18,"SKt","L0030",0.12812923
"12154",18,"SKt","L0739",2.11967345
"12155",18,"SKt","L0960",3.39654508
"12156",18,"SKt","L0393",3.43373515
"12157",18,"SKt","L1099",3.44151295
"12158",18,"SKt","L0522",3.63576287
"12159",18,"SKt","L0920",1.68842302
"12160",18,"SKt","L0168",1.24363211
"12161",18,"SKt","L0603",1.43088164
"12162",18,"SKt","L1098",3.27608351
"12163",18,"SKt","L0020",1.15541424
"12164",18,"SKt","L0221",1.23025148
"12165",18,"SKt","L0576",0.56556444
"12166",18,"SKt","L1295",1.44179935
"12167",18,"SKt","L0484",1.52804413
"12168",18,"SKt","L1081",3.12855317
"12169",18,"SKt","L0988",3.48497339
"12170",18,"SKt","L0145",1.03945903
"12171",18,"SKt","L1360",4.07305483
"12172",18,"SKt","L1278",3.78585116
"12173",18,"SKt","L0100",3.65228128
"12174",18,"SKt","L0229",0.57992026
"12175",18,"SKt","L1356",2.49643114
"12176",18,"SKt","L0797",3.21226752
"12177",18,"SKt","L0119",1.1725025
"12178",18,"SKt","L0005",0.89395547
"12179",18,"SKt","L1057",3.55010996
"12180",18,"SKt","L0599",1.81169666
"12181",18,"SKt","L1322",2.93207207
"12182",18,"SKt","L0460",2.11378801
"12183",18,"SKt","L0201",3.56226222
"12184",18,"SKt","L1354",3.56069248
"12185",18,"SKt","L1254",1.96994148
"12186",18,"SKt","L0246",3.92479237
"12187",18,"SKt","L0106",0.86890502
"12188",18,"SKt","L0600",0.91940846
"12189",18,"SKt","L1269",2.00017293
"12190",18,"SKt","L1225",2.15324558
"12191",18,"SKt","L0856",3.65952169
"12192",18,"SKt","L1196",2.34314655
"12193",18,"SKt","L1135",3.41079069
"12194",18,"SKt","L0366",2.87702031
"12195",18,"SKt","L0372",3.18894489
"12196",18,"SKt","L1251",3.34403414
"12197",18,"SKt","L0647",2.65214626
"12198",18,"SKt","L0839",2.9005473
"12199",18,"SKt","L1284",3.67340213
"12200",18,"SKt","L0303",2.15572159
"12201",18,"SKt","L0451",1.63944611
"12202",18,"SKt","L1220",3.63063833
"12203",18,"SKt","L1355",1.78273985
"12204",18,"SKt","L1110",0.19186197
"12205",18,"SKt","L1288",1.63083254
"12206",18,"SKt","L0736",2.51948611
"12207",18,"SKt","L0396",2.34787681
"12208",18,"SKt","L0587",2.15338084
"12209",18,"SKt","L0236",3.15147919
"12210",18,"SKt","L0757",2.85532455
"12211",18,"SKt","L0064",2.59005169
"12212",18,"SKt","L0403",2.66901742
"12213",18,"SKt","L0446",0.89698801
"12214",18,"SKt","L1180",1.0726316
"12215",18,"SKt","L1317",1.58207622
"12216",18,"SKt","L0789",3.50812259
"12217",18,"SKt","L0524",3.5196464
"12218",18,"SKt","L0433",3.31734076
"12219",18,"SKt","L0286",1.17266613
"12220",18,"SKt","L0957",2.04717109
"12221",18,"SKt","L0529",1.08580266
"12222",18,"SKt","L0232",4.06820009
"12223",18,"SKt","L0230",2.32933582
"12224",18,"SKt","L0025",3.65959177
"12225",18,"SKt","L0670",2.67183863
"12226",18,"SKt","L0128",3.3765626
"12227",18,"SKt","L0129",4.01560565
"12228",18,"SKt","L0429",1.57678054
"12229",18,"SKt","L0575",0.89614597
"12230",18,"SKt","L1358",2.11443542
"12231",18,"SKt","L0130",3.36602706
"12232",18,"SKt","L0010",2.97551828
"12233",18,"SKt","L0402",1.11878783
"12234",18,"SKt","L0772",3.5311441
"12235",18,"SKt","L1071",3.13778886
"12236",18,"SKt","L1067",3.49710408
"12237",18,"SKt","L1109",3.9565347
"12238",18,"SKt","L0939",3.00020573
"12239",18,"SKt","L0595",1.58384003
"12240",18,"SKt","L0352",3.49255094
"12241",18,"SKt","L0630",0.99222732
"12242",18,"SKt","L0278",1.76952127
"12243",18,"SKt","L0761",2.69904857
"12244",18,"SKt","L0710",1.5045326
"12245",18,"SKt","L0412",0.92685134
"12246",18,"SKt","L0340",3.15759327
"12247",18,"SKt","L0037",2.23415432
"12248",18,"SKt","L1275",3.28151505
"12249",18,"SKt","L0651",1.66919794
"12250",18,"SKt","L0577",0.4644301
"12251",18,"SKt","L0686",3.10294277
"12252",18,"SKt","L0898",2.47703369
"12253",18,"SKt","L0884",2.72677597
"12254",18,"SKt","L1194",2.60748378
"12255",18,"SKt","L0096",3.66986515
"12256",18,"SKt","L1277",2.46793053
"12257",18,"SKt","L0011",1.47686995
"12258",18,"SKt","L0464",3.20193663
"12259",18,"SKt","L0680",0.85674903
"12260",18,"SKt","L0658",2.12097832
"12261",18,"SKt","L0903",3.64749947
"12262",18,"SKt","L0796",3.75341369
"12263",18,"SKt","L0488",2.25637616
"12264",18,"SKt","L0108",0.78555538
"12265",18,"SKt","L0055",3.03248236
"12266",18,"SKt","L1301",3.02491948
"12267",18,"SKt","L1113",2.03597284
"12268",18,"SKt","L0508",3.51117168
"12269",18,"SKt","L0639",1.14073049
"12270",18,"SKt","L0568",3.29169118
"12271",18,"SKt","L0115",2.91870709
"12272",18,"SKt","L0301",1.94282604
"12273",18,"SKt","L0545",2.41745043
"12274",18,"SKt","L0349",1.18436365
"12275",18,"SKt","L0946",3.33563577
"12276",18,"SKt","L0200",0.63509456
"12277",18,"SKt","L0908",0.37884982
"12278",18,"SKt","L1271",3.58673008
"12279",18,"SKt","L1077",0.6681392
"12280",18,"SKt","L0798",3.70119769
"12281",18,"SKt","L0038",1.74421238
"12282",18,"SKt","L1339",0.88834216
"12283",18,"SKt","L0044",3.72758158
"12284",18,"SKt","L0266",2.09402858
"12285",18,"SKt","L0323",3.10273797
"12286",18,"SKt","L0194",2.84371465
"12287",18,"SKt","L0706",3.02942772
"12288",18,"SKt","L0458",3.70398251
"12289",18,"SKt","L0385",1.61141657
"12290",18,"SKt","L0328",3.71292639
"12291",18,"SKt","L1176",0.96081165
"12292",18,"SKt","L1199",3.57874164
"12293",18,"SKt","L0606",3.78342367
"12294",18,"SKt","L1029",4.1075061
"12295",18,"SKt","L0622",3.69024602
"12296",18,"SKt","L1036",0.69889489
"12297",18,"SKt","L0927",1.45687666
"12298",18,"SKt","L0914",1.2703072
"12299",18,"SKt","L0461",1.23796472
"12300",18,"SKt","L0687",1.72126825
"12301",18,"SKt","L1104",2.85326348
"12302",18,"SKt","L0717",2.26375628
"12303",18,"SKt","L0713",0.95219605
"12304",18,"SKt","L1200",1.69291026
"12305",18,"SKt","L0453",2.9690063
"12306",18,"SKt","L1153",3.93053024
"12307",18,"SKt","L0378",2.7983803
"12308",18,"SKt","L1263",0.24585148
"12309",18,"SKt","L0444",3.62875129
"12310",18,"SKt","L0750",1.45292148
"12311",18,"SKt","L0814",3.07367088
"12312",18,"SKt","L0225",2.24282287
"12313",18,"SKt","L0084",0.60075054
"12314",18,"SKt","L0662",3.90138856
"12315",18,"SKt","L0425",2.61902305
"12316",18,"SKt","L0947",3.78641408
"12317",18,"SKt","L0181",3.58995856
"12318",18,"SKt","L1347",1.3287459
"12319",18,"SKt","L0605",4.07093899
"12320",18,"SKt","L0657",1.94805429
"12321",18,"SKt","L0347",0.84661938
"12322",18,"SKt","L1201",1.52646678
"12323",18,"SKt","L0045",1.14854766
"12324",18,"SKt","L0970",3.57338265
"12325",18,"SKt","L0040",3.8064417
"12326",18,"SKt","L0214",3.42052259
"12327",18,"SKt","L0160",1.19603257
"12328",18,"SKt","L0671",2.71557545
"12329",18,"SKt","L1328",3.87138831
"12330",18,"SKt","L0384",2.11327084
"12331",18,"SKt","L0243",1.71525284
"12332",18,"SKt","L1237",3.50711342
"12333",18,"SKt","L0271",1.85125728
"12334",18,"SKt","L0637",1.28824801
"12335",18,"SKt","L1185",0.78825903
"12336",18,"SKt","L0787",3.20873326
"12337",18,"SKt","L0541",1.30794507
"12338",18,"SKt","L0931",2.2572277
"12339",18,"SKt","L1243",3.32975397
"12340",18,"SKt","L0076",2.53940875
"12341",18,"SKt","L1230",3.73544807
"12342",18,"SKt","L0922",3.45543693
"12343",18,"SKt","L0019",2.3543228
"12344",18,"SKt","L0517",1.3465205
"12345",18,"SKt","L0749",1.7238547
"12346",18,"SKt","L1066",3.75424608
"12347",18,"SKt","L0837",3.22561239
"12348",18,"SKt","L1025",0.55596098
"12349",18,"SKt","L0173",1.19843933
"12350",18,"SKt","L0476",2.69116231
"12351",18,"SKt","L0627",3.74724022
"12352",18,"SKt","L0186",3.85000049
"12353",18,"SKt","L0479",2.02165329
"12354",18,"SKt","L0962",3.66953222
"12355",18,"SKt","L0332",2.5582124
"12356",18,"SKt","L0319",3.6514583
"12357",18,"SKt","L1366",1.96931222
"12358",18,"SKt","L1325",1.50090969
"12359",18,"SKt","L0899",2.04346313
"12360",18,"SKt","L1343",2.89110687
"12361",18,"SKt","L0148",1.43982003
"12362",18,"SKt","L0660",3.68109687
"12363",18,"SKt","L1261",3.28998798
"12364",18,"SKt","L0009",3.35079933
"12365",18,"SKt","L0533",3.38221735
"12366",18,"SKt","L0776",2.61109168
"12367",18,"SKt","L0138",3.14766858
"12368",18,"SKt","L0447",2.3744122
"12369",18,"SKt","L0751",3.9681059
"12370",18,"SKt","L0077",1.86764713
"12371",18,"SKt","L0205",3.30023453
"12372",18,"SKt","L0704",3.42415956
"12373",18,"SKt","L1351",3.25161606
"12374",18,"SKt","L0492",3.82312023
"12375",18,"SKt","L1321",1.70462865
"12376",18,"SKt","L1170",3.32300559
"12377",18,"SKt","L1353",3.7764543
"12378",18,"SKt","L0137",2.63186194
"12379",18,"SKt","L0494",0.74734099
"12380",18,"SKt","L0067",4.22720967
"12381",18,"SKt","L0218",2.76731368
"12382",18,"SKt","L0285",1.07191027
"12383",18,"SKt","L0983",3.69352904
"12384",18,"SKt","L0381",3.89861254
"12385",18,"SKt","L0617",3.57365477
"12386",18,"SKt","L0039",1.27793791
"12387",18,"SKt","L0282",0.21651486
"12388",18,"SKt","L1223",3.49952894
"12389",18,"SKt","L0836",3.937371
"12390",18,"SKt","L1216",3.30633054
"12391",18,"SKt","L0079",3.24660379
"12392",18,"SKt","L0473",3.72467528
"12393",18,"SKt","L0281",1.57292396
"12394",18,"SKt","L1016",1.25037804
"12395",18,"SKt","L1285",2.32589847
"12396",18,"SKt","L0430",2.1545276
"12397",18,"SKt","L1338",1.90455367
"12398",18,"SKt","L1041",1.79283524
"12399",18,"SKt","L0327",3.32068741
"12400",18,"SKt","L0017",2.63082677
"12401",18,"SKt","L1302",3.8784296
"12402",18,"SKt","L0767",3.63130627
"12403",18,"SKt","L1367",2.50748373
"12404",18,"TKW","L0077",38.60143165
"12405",18,"TKW","L0649",35.16412547
"12406",18,"TKW","L0214",34.68399985
"12407",18,"TKW","L0907",41.43530422
"12408",18,"TKW","L0278",34.65847098
"12409",18,"TKW","L0067",32.35866621
"12410",18,"TKW","L0199",36.25513896
"12411",18,"TKW","L0800",40.41008465
"12412",18,"TKW","L0910",34.97026138
"12413",18,"TKW","L1295",35.97623935
"12414",18,"TKW","L0682",33.89772605
"12415",18,"TKW","L0216",39.13349073
"12416",18,"TKW","L0772",36.79604287
"12417",18,"TKW","L0988",40.77824277
"12418",18,"TKW","L0600",35.723512
"12419",18,"TKW","L0711",33.89029883
"12420",18,"TKW","L1036",40.01979373
"12421",18,"TKW","L0861",38.4087665
"12422",18,"TKW","L0327",34.51770463
"12423",18,"TKW","L0793",35.2607776
"12424",18,"TKW","L0597",36.66256036
"12425",18,"TKW","L1307",37.74888202
"12426",18,"TKW","L0914",39.23475641
"12427",18,"TKW","L0908",34.44058948
"12428",18,"TKW","L0856",30.99878325
"12429",18,"TKW","L0443",36.97440653
"12430",18,"TKW","L0627",37.00118712
"12431",18,"TKW","L0290",37.65094274
"12432",18,"TKW","L1332",39.18221001
"12433",18,"TKW","L0430",33.61763512
"12434",18,"TKW","L0429",32.05487956
"12435",18,"TKW","L1285",38.89796462
"12436",18,"TKW","L0758",36.22581803
"12437",18,"TKW","L1302",35.38227236
"12438",18,"TKW","L0522",33.40623448
"12439",18,"TKW","L0493",40.55868769
"12440",18,"TKW","L0089",37.66637551
"12441",18,"TKW","L1104",39.78537183
"12442",18,"TKW","L1109",40.95570777
"12443",18,"TKW","L0269",35.58478371
"12444",18,"TKW","L1328",31.39249963
"12445",18,"TKW","L1200",39.52820047
"12446",18,"TKW","L0310",32.8657428
"12447",18,"TKW","L1031",37.95455831
"12448",18,"TKW","L0452",31.54997516
"12449",18,"TKW","L1081",38.78115443
"12450",18,"TKW","L0137",35.59416504
"12451",18,"TKW","L0158",38.20150973
"12452",18,"TKW","L0024",36.91169641
"12453",18,"TKW","L1325",33.30492296
"12454",18,"TKW","L0690",41.69251695
"12455",18,"TKW","L0123",38.24261616
"12456",18,"TKW","L1128",40.37019623
"12457",18,"TKW","L0335",37.63437064
"12458",18,"TKW","L1311",37.43980279
"12459",18,"TKW","L0653",38.01625933
"12460",18,"TKW","L1294",36.37706216
"12461",18,"TKW","L1275",34.93187062
"12462",18,"TKW","L0991",38.33691493
"12463",18,"TKW","L1246",36.58427107
"12464",18,"TKW","L1354",34.46609886
"12465",18,"TKW","L1049",37.14625195
"12466",18,"TKW","L0849",38.41892073
"12467",18,"TKW","L0170",37.62980704
"12468",18,"TKW","L0789",33.83927686
"12469",18,"TKW","L0795",39.85708867
"12470",18,"TKW","L0204",31.9705407
"12471",18,"TKW","L0230",40.05161826
"12472",18,"TKW","L1358",38.16253128
"12473",18,"TKW","L1123",40.18750016
"12474",18,"TKW","L0447",31.38962336
"12475",18,"TKW","L1185",39.22335552
"12476",18,"TKW","L0347",37.43854255
"12477",18,"TKW","L0281",36.93250466
"12478",18,"TKW","L0330",37.07530674
"12479",18,"TKW","L1206",35.570795
"12480",18,"TKW","L1152",41.73559453
"12481",18,"TKW","L0271",39.24792208
"12482",18,"TKW","L1190",37.43094844
"12483",18,"TKW","L0461",35.96896829
"12484",18,"TKW","L0886",37.7478783
"12485",18,"TKW","L0340",37.64274826
"12486",18,"TKW","L0922",39.42357157
"12487",18,"TKW","L1339",34.96127828
"12488",18,"TKW","L0657",38.77693019
"12489",18,"TKW","L0473",27.68498701
"12490",18,"TKW","L1035",34.67035061
"12491",18,"TKW","L0175",37.19298206
"12492",18,"TKW","L0617",28.93250433
"12493",18,"TKW","L1163",32.59519743
"12494",18,"TKW","L1336",37.81366362
"12495",18,"TKW","L0009",35.25126914
"12496",18,"TKW","L0384",39.15798511
"12497",18,"TKW","L0475",37.02525439
"12498",18,"TKW","L1214",30.18330238
"12499",18,"TKW","L0189",38.19519123
"12500",18,"TKW","L0424",40.14276541
"12501",18,"TKW","L0280",35.02974483
"12502",18,"TKW","L1165",40.83291955
"12503",18,"TKW","L1138",38.31947447
"12504",18,"TKW","L0930",36.07792495
"12505",18,"TKW","L0717",34.38022339
"12506",18,"TKW","L1310",38.89737327
"12507",18,"TKW","L0822",37.56193861
"12508",18,"TKW","L0961",38.19713302
"12509",18,"TKW","L0426",35.21884837
"12510",18,"TKW","L0630",37.96810673
"12511",18,"TKW","L0499",37.29070418
"12512",18,"TKW","L0901",37.89055575
"12513",18,"TKW","L0185",35.22209356
"12514",18,"TKW","L0983",36.30892416
"12515",18,"TKW","L1243",35.03405742
"12516",18,"TKW","L0511",40.3481139
"12517",18,"TKW","L0011",42.32762753
"12518",18,"TKW","L1110",35.68800137
"12519",18,"TKW","L0680",35.3720124
"12520",18,"TKW","L0612",38.83340607
"12521",18,"TKW","L0931",43.10873333
"12522",18,"TKW","L0048",35.2056671
"12523",18,"TKW","L0484",38.95397367
"12524",18,"TKW","L0375",41.48631423
"12525",18,"TKW","L0891",37.87658526
"12526",18,"TKW","L0736",33.27964354
"12527",18,"TKW","L0115",37.71327151
"12528",18,"TKW","L1368",33.72394166
"12529",18,"TKW","L1261",37.70171558
"12530",18,"TKW","L1211",37.67666376
"12531",18,"TKW","L0209",39.02849758
"12532",18,"TKW","L0242",39.35766234
"12533",18,"TKW","L0662",37.82583415
"12534",18,"TKW","L0451",40.85712842
"12535",18,"TKW","L1271",33.65258565
"12536",18,"TKW","L0671",38.81281557
"12537",18,"TKW","L0031",35.16424905
"12538",18,"TKW","L0045",34.99324543
"12539",18,"TKW","L0396",33.11174
"12540",18,"TKW","L1202",39.10805795
"12541",18,"TKW","L0235",35.04531844
"12542",18,"TKW","L0246",41.1715707
"12543",18,"TKW","L0670",35.65556007
"12544",18,"TKW","L0622",30.46435227
"12545",18,"TKW","L0866",35.28893606
"12546",18,"TKW","L0266",37.59162322
"12547",18,"TKW","L0303",42.58024919
"12548",18,"TKW","L0633",32.12498902
"12549",18,"TKW","L1122",34.97091054
"12550",18,"TKW","L0927",39.84490945
"12551",18,"TKW","L0355",34.15578934
"12552",18,"TKW","L0651",37.38405645
"12553",18,"TKW","L0212",37.94811671
"12554",18,"TKW","L0878",38.68529812
"12555",18,"TKW","L1125",36.07768868
"12556",18,"TKW","L0780",36.81622952
"12557",18,"TKW","L0018",34.37415918
"12558",18,"TKW","L0749",36.82193713
"12559",18,"TKW","L0686",35.1609752
"12560",18,"TKW","L0492",33.85895366
"12561",18,"TKW","L0610",39.74885331
"12562",18,"TKW","L0279",40.17932536
"12563",18,"TKW","L0324",31.81578241
"12564",18,"TKW","L0751",33.45862084
"12565",18,"TKW","L0061",35.65008114
"12566",18,"TKW","L0850",38.17328096
"12567",18,"TKW","L0020",37.3351074
"12568",18,"TKW","L0203",43.69341403
"12569",18,"TKW","L0437",38.40198866
"12570",18,"TKW","L0038",35.93693254
"12571",18,"TKW","L0739",38.92021612
"12572",18,"TKW","L0096",35.8373049
"12573",18,"TKW","L1222",37.49003487
"12574",18,"TKW","L1067",39.80550305
"12575",18,"TKW","L0740",34.44454603
"12576",18,"TKW","L0001",43.62455343
"12577",18,"TKW","L1356",37.32247721
"12578",18,"TKW","L0328",35.87743198
"12579",18,"TKW","L0282",40.09339315
"12580",18,"TKW","L0265",44.45099459
"12581",18,"TKW","L1216",36.19772326
"12582",18,"TKW","L0658",38.80268282
"12583",18,"TKW","L1201",38.64486648
"12584",18,"TKW","L1192",39.31838772
"12585",18,"TKW","L0318",38.67302746
"12586",18,"TKW","L0138",37.33152408
"12587",18,"TKW","L0947",41.51207886
"12588",18,"TKW","L1237",34.36986422
"12589",18,"TKW","L0761",36.74656173
"12590",18,"TKW","L0632",41.90587476
"12591",18,"TKW","L0870",41.31154686
"12592",18,"TKW","L0223",35.27267277
"12593",18,"TKW","L0838",34.29561178
"12594",18,"TKW","L0002",37.61822335
"12595",18,"TKW","L0460",44.68744186
"12596",18,"TKW","L1353",42.50537265
"12597",18,"TKW","L1284",37.92360621
"12598",18,"TKW","L0605",37.43324248
"12599",18,"TKW","L0334",38.14307179
"12600",18,"TKW","L0903",44.49775419
"12601",18,"TKW","L0628",42.54866913
"12602",18,"TKW","L0311",35.61710062
"12603",18,"TKW","L0836",29.3998108
"12604",18,"TKW","L0357",37.16808643
"12605",18,"TKW","L0322",39.06397951
"12606",18,"TKW","L1242",37.07425475
"12607",18,"TKW","L1223",34.34054589
"12608",18,"TKW","L0100",34.61050579
"12609",18,"TKW","L0541",39.06944755
"12610",18,"TKW","L0687",37.96100321
"12611",18,"TKW","L0798",39.1179109
"12612",18,"TKW","L0936",36.95562319
"12613",18,"TKW","L0477",41.31302645
"12614",18,"TKW","L0989",46.40047577
"12615",18,"TKW","L0028",32.86927534
"12616",18,"TKW","L1057",36.69292919
"12617",18,"TKW","L0970",39.56296286
"12618",18,"TKW","L0329",32.57428687
"12619",18,"TKW","L0494",41.41634759
"12620",18,"TKW","L0458",32.4252757
"12621",18,"TKW","L1234",37.68287234
"12622",18,"TKW","L1227",37.6096547
"12623",18,"TKW","L0639",36.27835685
"12624",18,"TKW","L0229",40.32503025
"12625",18,"TKW","L0086",35.39017148
"12626",18,"TKW","L0770",35.08762122
"12627",18,"TKW","L1226",43.19892143
"12628",18,"TKW","L0391",39.45747742
"12629",18,"TKW","L0821",34.82326824
"12630",18,"TKW","L1075",32.6293987
"12631",18,"TKW","L0479",33.91261132
"12632",18,"TKW","L0402",35.93587903
"12633",18,"TKW","L0811",42.55420536
"12634",18,"TKW","L0712",41.94320202
"12635",18,"TKW","L1180",41.20164437
"12636",18,"TKW","L0076",39.96063606
"12637",18,"TKW","L1196",35.53702439
"12638",18,"TKW","L0255",35.54656214
"12639",18,"TKW","L0746",38.886467
"12640",18,"TKW","L0133",37.62467813
"12641",18,"TKW","L0577",35.83124556
"12642",18,"TKW","L1025",41.64591559
"12643",18,"TKW","L1135",36.72637627
"12644",18,"TKW","L0744",37.21444485
"12645",18,"TKW","L0556",34.85108402
"12646",18,"TKW","L0005",35.44543972
"12647",18,"TKW","L0615",36.46189147
"12648",18,"TKW","L1366",37.28639965
"12649",18,"TKW","L1175",37.95046178
"12650",18,"TKW","L0979",31.39202921
"12651",18,"TKW","L1024",37.74611994
"12652",18,"TKW","L0549",33.91563888
"12653",18,"TKW","L1153",42.92867185
"12654",18,"TKW","L0319",36.44080172
"12655",18,"TKW","L0413",38.16608706
"12656",18,"TKW","L1034",41.2220446
"12657",18,"TKW","L1301",33.26402406
"12658",18,"TKW","L0039",32.75101147
"12659",18,"TKW","L0691",35.39083272
"12660",18,"TKW","L0332",38.97340045
"12661",18,"TKW","L0620",39.35081641
"12662",18,"TKW","L1251",36.01658646
"12663",18,"TKW","L1071",36.16526206
"12664",18,"TKW","L0920",40.70841881
"12665",18,"TKW","L0637",39.50830675
"12666",18,"TKW","L1333",39.80611626
"12667",18,"TKW","L0661",34.82198808
"12668",18,"TKW","L1288",35.46029945
"12669",18,"TKW","L1158",36.30545813
"12670",18,"TKW","L0756",36.17946486
"12671",18,"TKW","L0796",39.82646969
"12672",18,"TKW","L0960",35.32360671
"12673",18,"TKW","L0945",40.03801418
"12674",18,"TKW","L1194",35.47397204
"12675",18,"TKW","L1189",37.50965037
"12676",18,"TKW","L0162",38.92863912
"12677",18,"TKW","L0129",35.224432
"12678",18,"TKW","L0326",38.42747397
"12679",18,"TKW","L1262",38.69115388
"12680",18,"TKW","L0453",34.09992448
"12681",18,"TKW","L0757",41.56208587
"12682",18,"TKW","L1351",35.12222629
"12683",18,"TKW","L0261",36.39928003
"12684",18,"TKW","L0221",38.50062525
"12685",18,"TKW","L0019",43.61670094
"12686",18,"TKW","L0645",41.31112898
"12687",18,"TKW","L1355",39.46263908
"12688",18,"TKW","L0381",38.60039498
"12689",18,"TKW","L1147",36.61533916
"12690",18,"TKW","L1362",38.50476298
"12691",18,"TKW","L0724",31.40734223
"12692",18,"TKW","L1066",38.79576325
"12693",18,"TKW","L0545",37.37363062
"12694",18,"TKW","L0412",40.60302631
"12695",18,"TKW","L1367",34.07229676
"12696",18,"TKW","L0568",35.91986453
"12697",18,"TKW","L1308",37.90247805
"12698",18,"TKW","L0647",40.07756976
"12699",18,"TKW","L0163",35.9049534
"12700",18,"TKW","L0582",35.0626113
"12701",18,"TKW","L0909",35.00067095
"12702",18,"TKW","L0837",36.37649237
"12703",18,"TKW","L0173",37.78150319
"12704",18,"TKW","L0535",33.80099389
"12705",18,"TKW","L0594",37.01526497
"12706",18,"TKW","L1277",36.98853581
"12707",18,"TKW","L0010",39.40256509
"12708",18,"TKW","L1149",34.59828223
"12709",18,"TKW","L0448",38.2468664
"12710",18,"TKW","L1263",31.37969474
"12711",18,"TKW","L1219",37.29804833
"12712",18,"TKW","L0517",35.28715359
"12713",18,"TKW","L0352",32.57502797
"12714",18,"TKW","L0466",40.89904032
"12715",18,"TKW","L0168",47.20325287
"12716",18,"TKW","L0161",38.81976419
"12717",18,"TKW","L1193",38.45169365
"12718",18,"TKW","L0193",40.68280509
"12719",18,"TKW","L1106",36.75668095
"12720",18,"TKW","L0685",32.33244892
"12721",18,"TKW","L0040",37.03106017
"12722",18,"TKW","L1050",37.94947007
"12723",18,"TKW","L0660",33.73144686
"12724",18,"TKW","L1099",35.26775841
"12725",18,"TKW","L0750",38.45157282
"12726",18,"TKW","L0128",38.19811171
"12727",18,"TKW","L0668",43.524935
"12728",18,"TKW","L0858",38.56911474
"12729",18,"TKW","L0160",37.76499781
"12730",18,"TKW","L0191",40.33633213
"12731",18,"TKW","L0676",40.5388089
"12732",18,"TKW","L0385",42.25776019
"12733",18,"TKW","L0258",35.72679805
"12734",18,"TKW","L0181",34.9226833
"12735",18,"TKW","L0030",36.23551511
"12736",18,"TKW","L0079",38.97757231
"12737",18,"TKW","L0108",40.43377893
"12738",18,"TKW","L0145",41.27090727
"12739",18,"TKW","L0237",37.82959451
"12740",18,"TKW","L0809",34.77514988
"12741",18,"TKW","L0091",40.33020897
"12742",18,"TKW","L1343",33.6615628
"12743",18,"TKW","L0728",34.17836646
"12744",18,"TKW","L0704",36.79738181
"12745",18,"TKW","L0084",37.83111979
"12746",18,"TKW","L0059",34.90002975
"12747",18,"TKW","L0186",41.52980282
"12748",18,"TKW","L0323",34.97107857
"12749",18,"TKW","L0957",41.14338068
"12750",18,"TKW","L0243",34.18419839
"12751",18,"TKW","L0232",31.67132546
"12752",18,"TKW","L0044",37.77234837
"12753",18,"TKW","L0403",37.76001788
"12754",18,"TKW","L0304",37.1855288
"12755",18,"TKW","L0029",38.63636451
"12756",18,"TKW","L0884",34.9886811
"12757",18,"TKW","L1269",39.23367505
"12758",18,"TKW","L0197",32.8934963
"12759",18,"TKW","L1199",37.96826335
"12760",18,"TKW","L0349",36.52370698
"12761",18,"TKW","L0848",39.16969961
"12762",18,"TKW","L0094",36.57423654
"12763",18,"TKW","L0713",34.51650586
"12764",18,"TKW","L0446",41.22146611
"12765",18,"TKW","L0995",33.50165267
"12766",18,"TKW","L0776",39.65634659
"12767",18,"TKW","L0714",35.68324214
"12768",18,"TKW","L0706",34.53063068
"12769",18,"TKW","L0899",40.03029257
"12770",18,"TKW","L0710",33.50564746
"12771",18,"TKW","L0688",37.42796953
"12772",18,"TKW","L0401",39.28414782
"12773",18,"TKW","L0527",40.05899426
"12774",18,"TKW","L0017",38.78479932
"12775",18,"TKW","L0508",37.49497113
"12776",18,"TKW","L1046",37.30381891
"12777",18,"TKW","L0898",38.98132398
"12778",18,"TKW","L0372",34.87273632
"12779",18,"TKW","L0828",39.41954429
"12780",18,"TKW","L0488",35.03391965
"12781",18,"TKW","L0579",38.65445462
"12782",18,"TKW","L1170",34.78836957
